Index,Name,Price,Original Price,Description,Rating,type
4031,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4032,Syska 20000 mAh Power Bank,"1,299","3,199","Jet Black, Lithium Polymer",3.8,powerbank
4033,"Ambrane 20000 mAh Power Bank (20 W, Quick Charge 3.0, P...","1,599","1,999","Black, Lithium Polymer",4.1,powerbank
4034,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",809,"1,999","White, Lithium Polymer",3.9,powerbank
4035,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4036,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4037,MI ATS 50000 mAh Power Bank (Fast Charging),"2,292","4,999","Black, Lithium-ion",3.9,powerbank
4038,"realme 10000 mAh Power Bank (18 W, Quick Charge 3.0)","1,199","1,299","Black, Lithium Polymer",4.2,powerbank
4039,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4040,PoMiFi 10400 mAh Power Bank,549,"1,599","Black, Lithium-ion",3.3,powerbank
4041,Syska 10000 mAh Power Bank,854,"1,699","Elegant Black, Lithium Polymer",3.9,powerbank
4042,"PoMiFi 10000 mAh Power Bank (Fast Charging, Power Deliv...",649,"2,499","Black, Lithium-ion",3.4,powerbank
4043,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4044,"Ambrane 20000 mAh Power Bank (20 W, Power Delivery 3.0,...","1,599","2,499","Blue, Lithium Polymer",4.2,powerbank
4045,"Portronics 10000 mAh Power Bank (12 W, Fast Charging)",999,"1,999","Black, Lithium Polymer",4.1,powerbank
4046,"realme 20000 mAh Power Bank (18 W, Quick Charge 2.0)","2,099","2,499","Yellow, Lithium Polymer",4.3,powerbank
4047,"SWISS MILITARY 10000 mAh Power Bank (22.5 W, Fast Charg...","1,049","2,490","Black, Lithium Polymer",3.4,powerbank
4048,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,214","2,999","Black, Lithium Polymer",3.9,powerbank
4049,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",899,"1,999","Black, Lithium Polymer",3.7,powerbank
4050,Ubon 20000 mAh Power Bank (Fast Charging),"2,499","3,999","Black, Lithium Polymer",4.2,powerbank
4051,SWISS MILITARY 10000 mAh Power Bank (Fast Charging),"1,049","2,490","Black, Lithium Polymer",3,powerbank
4052,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",809,"1,999","Black, Lithium Polymer",3.9,powerbank
4053,zofia 3000 mAh Power Bank,699,"2,499","Green, Lithium-ion",0,powerbank
4054,zofia 33000 mAh Power Bank,699,"2,499","Blue, Lithium-ion",3,powerbank
4055,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4056,Syska 10000 mAh Power Bank,"1,696","2,200","White, Lithium Polymer",4.4,powerbank
4057,"OPPO 5000 mAh X 2 Cells Power Bank (30 W, Quick Charge ...","1,999","2,999","Black, Lithium Polymer",4.3,powerbank
4058,Iqoniqe 40000 mAh Power Bank (Fast Charging),699,"2,499","Black, Lithium-ion",3,powerbank
4059,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)",999,"1,999","Black, Lithium Polymer",4.2,powerbank
4060,"WINgFI 20000 mAh Power Bank (20 W, Fast Charging)","1,619","2,999","Black, Lithium Polymer",0,powerbank
4061,PoMiFi 20000 mAh Power Bank,599,"1,999","Red, Lithium-ion",4.3,powerbank
4062,MAXIMILION 20000 mAh Power Bank (Fast Charging),629,"2,499","Black, Lithium",3.8,powerbank
4063,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4064,MAXIMILION 20000 mAh Power Bank,629,"2,499","White, Lithium-ion",3.8,powerbank
4065,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,129","2,999","Blue, Lithium Polymer",3.9,powerbank
4066,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,129","2,999","Red, Lithium Polymer",3.9,powerbank
4067,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4068,"realme 10000 mAh Power Bank (12 W, Fast Charging)","1,199","1,499","Yellow, Lithium-ion",3.8,powerbank
4069,LAVA 10000 mAh Power Bank (Fast Charging),799,"1,499","Black, Lithium Polymer",4,powerbank
4070,"Syska 30000 mAh Power Bank (18 W, Quick Charge 3.0, Pow...","2,199","3,499","Pristine White, Lithium Polymer",3.6,powerbank
4071,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4072,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4073,Â MI ZZEN 20000 mAh Power Bank,611,"2,499","Pink, Lithium-ion",3.3,powerbank
4074,"conekt 27000 mAh Power Bank (20 W, Power Delivery 3.0)","1,999","4,999","Blue, Lithium Polymer",3.9,powerbank
4075,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4076,PBNOSA 30000 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4077,Iqoniqe 40000 mAh Power Bank (Fast Charging),699,"2,499","Red, Lithium-ion",3,powerbank
4078,PoMiFi 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4079,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4080,"Mi 20000 mAh Power Bank (50 W, Fast Charging, Power Del...","3,999","4,999","Black, Lithium Polymer",3.9,powerbank
4081,"realme 10000 mAh Power Bank (30 W, Fast Charging)","1,999","2,399","Yellow, Black, Lithium Polymer",4.3,powerbank
4082,HI-PLUS 10000 mAh Power Bank (Power Delivery 3.0),934,"2,199","Black, White, Lithium Polymer",3.7,powerbank
4083,"SWISS MILITARY 10000 mAh Power Bank (22.5 W, Fast Charg...","1,049","2,490","Black, Lithium Polymer",3.4,powerbank
4084,zofia 3000 mAh Power Bank,699,"2,499","Black, Lithium-ion",0,powerbank
4085,zofia 3000 mAh Power Bank,699,"2,499","White, Lithium-ion",0,powerbank
4086,zofia 36000 mAh Power Bank,699,"2,499","Black, Lithium-ion",3.3,powerbank
4087,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4088,zofia 3000 mAh Power Bank,699,"2,499","Pink, Lithium-ion",0,powerbank
4089,zofia 33000 mAh Power Bank,699,"2,499","Black, Lithium-ion",3,powerbank
4090,"Live Tech 2600 mAh Power Bank (40 W, Fast Charging)","2,088","2,099","Pearl White, Lithium-ion",0,powerbank
4091,SWISS MILITARY 10000 mAh Power Bank (Fast Charging),"1,049","2,490","Black, Lithium Polymer",3,powerbank
4092,MIPLUSGADZET 20000 mAh Power Bank,699,"2,599","Black, Lithium-ion",3.4,powerbank
4093,"Callmate 20000 mAh Power Bank (20 W, Quick Charge 3.0)","1,049","2,499","Green, Lithium Polymer",3.7,powerbank
4094,ORENICS 33000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3,powerbank
4095,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4096,"QUNICX 35000 mAh Power Bank (18 W, Power Delivery 2.0, ...",699,"2,499","Black, Lithium-ion",0,powerbank
4097,HOBINS 25000 mAh Power Bank,599,"1,999","Pink, Lithium-ion",0,powerbank
4098,msmi 20000 mAh Power Bank (Power Delivery 2.0),665,"2,599","Black, Lithium-ion",0,powerbank
4099,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4100,Callmate 10000 mAh Power Bank (Fast Charging),989,"1,999","Black,Gold, Lithium Polymer",3.9,powerbank
4101,Â MI ZZEN 20000 mAh Power Bank,611,"2,499","Pink, Lithium-ion",3.3,powerbank
4102,Callmate 10000 mAh Power Bank (Fast Charging),791,"1,999","Red, Lithium Polymer",3.9,powerbank
4103,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4104,powerup stay charged 7800 mAh Power Bank,710,"2,990","White, Lithium Polymer",3.8,powerbank
4105,MAXIMILION 20000 mAh Power Bank,629,"2,499","White, Lithium-ion",3.8,powerbank
4106,Â MI ZZEN 20000 mAh Power Bank,629,"2,499","Black, Lithium-ion",3.4,powerbank
4107,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4108,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",611,"1,999","Grey, Lithium-ion",3.4,powerbank
4109,Callmate 5000 mAh Power Bank,764,"1,599","Yellow, Lithium Polymer",3.6,powerbank
4110,"Flipkart SmartBuy 10000 mAh Power Bank (12 W, NA)",699,"1,299","Black, Lithium Polymer",4.1,powerbank
4111,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4112,senerathe 10400 mAh Power Bank (Fast Charging),549,"1,599","Blue, Lithium-ion",3.5,powerbank
4113,HOBINS 32500 mAh Power Bank,599,"1,599","White, Lithium-ion",0,powerbank
4114,Â MI ZZEN 20000 mAh Power Bank,611,"2,499","Black, Lithium-ion",3.3,powerbank
4115,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4116,"Iqoniqe 35000 mAh Power Bank (18 W, Quick Charge 4.0)",699,"2,499","Blue, Lithium-ion",3.5,powerbank
4117,"Iqoniqe 37000 mAh Power Bank (18 W, Fast Charging)",699,"2,499","Blue, Lithium-ion",3.1,powerbank
4118,"GIONEE 10000 mAh Power Bank (18 W, Fast Charging)",999,"1,148","White, Lithium Polymer",4,powerbank
4119,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4120,Gify 10000 mAh Power Bank,549,"1,999","Gold, Lithium-ion",3.2,powerbank
4121,msmi 15000 mAh Power Bank (Power Delivery 2.0),699,"2,499","Blue, Lithium-ion",3.4,powerbank
4122,"WINgFI 32000 mAh Power Bank (15 W, Fast Charging)",719,"2,999","Black, Lithium-ion",3.3,powerbank
4123,Syska 10000 mAh Power Bank,"1,549","1,799","Green, Lithium Polymer",0,powerbank
4124,"GIONEE 10000 mAh Power Bank (15 W, Fast Charging)",999,"1,499","Grey/Gun Metal Grey, Lithium Polymer",4,powerbank
4125,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",539,"1,599","Black, Lithium-ion",4.1,powerbank
4126,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"White, Lithium-ion",0,powerbank
4127,PunnkFunnk 20000 mAh Power Bank (Fast Charging),"1,439","2,299","Black, Lithium-ion",0,powerbank
4128,PoMiFi 30000 mAh Power Bank,599,"1,999","Yellow, Lithium-ion",3.4,powerbank
4129,"MAXIMILION 30000 mAh Power Bank (5 W, Fast Charging)",611,"2,499","white & black, Lithium-ion",3.2,powerbank
4130,"Pomics 30000 mAh Power Bank (25.136 W, Fast Charging)",619,"1,999","Green, Lithium-ion",3.4,powerbank
4131,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",809,"1,999","Black, Lithium-ion",3,powerbank
4132,"QUNICX 30000 mAh Power Bank (18 W, Power Delivery 2.0)",699,"2,499","Black, Lithium-ion",3.1,powerbank
4133,"QIZMI 33000 mAh Power Bank (10 W, Power Delivery 2.0)",799,"2,399","Red, Lithium-ion",4,powerbank
4134,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4135,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4136,"Syska 10000 mAh Power Bank (12 W, Fast Charging)",813,"1,599","Grey, Lithium Polymer",4,powerbank
4137,"AHINOAM 35000 mAh Power Bank (10 W, Fast Charging)",719,"2,599","Blue, Lithium-ion",3.3,powerbank
4138,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Green, Lithium-ion",3.3,powerbank
4139,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4140,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Yellow, Lithium-ion",3.3,powerbank
4141,FIGER 32000 mAh Power Bank (Fast Charging),679,"1,999","Red, Lithium-ion",3.3,powerbank
4142,Unix 10000 mAh Power Bank (Fast Charging),989,"1,599","Black, Lithium Polymer",4.4,powerbank
4143,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4144,msmi 15000 mAh Power Bank (Power Delivery 2.0),679,"2,499","Green, Lithium-ion",3.7,powerbank
4145,Gify 20000 mAh Power Bank,579,999,"Blue, Lithium-ion",3.5,powerbank
4146,"Ipro 10400 mAh Power Bank (10 W, Fast Charging)",699,"2,799","White, Lithium-ion",3.7,powerbank
4147,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4148,"MIPLUSGADZET 20000 mAh Power Bank (10 W, Fast Charging)",699,"2,599","Pink, Lithium-ion",3.1,powerbank
4149,Â MI ZZEN 20000 mAh Power Bank (Fast Charging),611,"2,499","White, Lithium-ion",3.4,powerbank
4150,senerathe 12000 mAh Power Bank (Fast Charging),549,"1,599","Blue, Lithium-ion",4.2,powerbank
4151,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4152,PoMiFi 32500 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4153,"WINgFI 30000 mAh Power Bank (15 W, Fast Charging)",719,"1,999","Black, Lithium-ion",3.2,powerbank
4154,"FluSun india 50000 mAh Power Bank (10 W, Fast Charging)","1,799","2,999","White, Lithium-ion",3.7,powerbank
4155,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4156,"GIONEE 10000 mAh Power Bank (18 W, Fast Charging)",999,"1,148","Black, Lithium Polymer",4,powerbank
4157,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"Grey, Lithium-ion",0,powerbank
4158,"SWISS MILITARY 10000 mAh Power Bank (12 W, Fast Chargin...",899,"2,190","Blue, Lithium-ion",3.8,powerbank
4159,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4160,PoMiFi 32500 mAh Power Bank,599,"1,999","White, Lithium-ion",0,powerbank
4161,"Callmate 20000 mAh Power Bank (20 W, Quick Charge 3.0)","1,049","2,499","Blue, Lithium Polymer",3.7,powerbank
4162,Syska 10000 mAh Power Bank,854,"1,699","Elegant Black, Lithium Polymer",3.9,powerbank
4163,Syska 10000 mAh Power Bank,"1,549","1,799","Green, Lithium Polymer",0,powerbank
4164,QIZMI 20000 mAh Power Bank (Fast Charging),549,"1,220","Multicolor, Lithium-ion",0,powerbank
4165,"Iqoniqe 35000 mAh Power Bank (18 W, Quick Charge 4.0)",699,"2,499","Pink, Lithium-ion",3.5,powerbank
4166,Ipro 13000 mAh Power Bank,885,"3,299","White, Lithium-ion",3.8,powerbank
4167,PunnkFunnk 20000 mAh Power Bank (Fast Charging),"1,439","2,299","Black, Lithium-ion",0,powerbank
4168,Iqoniqe 40000 mAh Power Bank (Fast Charging),699,"2,499","Black, Lithium-ion",3.1,powerbank
4169,"Iqoniqe 36000 mAh Power Bank (18 W, Fast Charging)",699,"2,499","Green, Lithium-ion",3,powerbank
4170,powerup stay charged 7800 mAh Power Bank,765,"1,990","Multicolor, Lithium Polymer",3.6,powerbank
4171,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",809,"1,999","Black, Lithium-ion",3,powerbank
4172,"Portronics 20000 mAh Power Bank (45 W, Fast Charging, P...","2,999","6,999","Blue, Lithium Polymer",3.5,powerbank
4173,ORENICS 30000 Power Bank,629,"2,499","Pink, Lithium-ion",2.9,powerbank
4174,"misspro 50000 mAh Power Bank (18 W, Fast Charging)","1,259","3,199","Black, Lithium-ion",3.4,powerbank
4175,"REDMI 10000 mAh Power Bank (10 W, Fast Charging)",999,"1,999","Black, Lithium Polymer",4.2,powerbank
4176,Â MI ZZEN 20000 mAh Power Bank (Fast Charging),611,"2,499","Brown, Lithium-ion",3.1,powerbank
4177,Power Up 5000 mAh Power Bank,719,"2,990","Gun Metal, Lithium Polymer",3.7,powerbank
4178,Â MI ZZEN 20000 mAh Power Bank,611,"2,499","Black, Lithium-ion",3.3,powerbank
4179,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4180,HI-PLUS 10000 mAh Power Bank,"1,189","1,999","Multicolor, Lithium Polymer",4.1,powerbank
4181,"QIZMI 20000 mAh Power Bank (10 W, Fast Charging)",649,"2,599","White, Lithium-ion",3.2,powerbank
4182,"QUNICX 30000 mAh Power Bank (18 W, Power Delivery 2.0, ...",699,"2,499","Black, Lithium-ion",4.5,powerbank
4183,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4184,PoMiFi 20000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3,powerbank
4185,Â MI ZZEN 10000 mAh Power Bank (18 W),629,"2,499","Black, Lithium-ion",3.6,powerbank
4186,QIZMI 20000 mAh Power Bank (Fast Charging),549,"1,220","Multicolor, Lithium-ion",0,powerbank
4187,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4188,"Callmate 5200 mAh Wireless Power Bank (15 W, Fast Charg...",999,"1,999","White, Lithium-ion",0,powerbank
4189,"WINgFI 30000 mAh Power Bank (2 W, Power Delivery 2.0)",719,"1,999","Green, Lithium-ion",3.2,powerbank
4190,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",719,"1,999","Golden, Lithium Polymer",0,powerbank
4191,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4192,PoMiFi 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3.2,powerbank
4193,PoMiFi 32500 mAh Power Bank,599,"1,999","Black, Lithium-ion",0,powerbank
4194,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"Grey, Lithium-ion",0,powerbank
4195,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4196,"GIONEE 10000 mAh Power Bank (18 W, Fast Charging)",999,"1,148","Black, Lithium Polymer",4,powerbank
4197,"MAXIMILION 30000 mAh Power Bank (18 W, Fast Charging, Q...",629,"2,499","Black, Lithium-ion",0,powerbank
4198,Gify 10000 mAh Power Bank,549,"1,999","Gold, Lithium-ion",3.2,powerbank
4199,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4200,Syska 11000 mAh Power Bank,901,"1,899","White, Grey, Lithium-ion",4,powerbank
4201,"Ambrane 10000 mAh Power Bank (10 W, Fast Charging)",699,"1,749","White, Pink, Lithium-ion",4.1,powerbank
4202,APPLE Smart Battery Case Wireless Power Bank Compatible...,"12,900",0,"White, Lithium-ion",0,powerbank
4203,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4204,Â MI ZZEN 20000 mAh Power Bank (Fast Charging),611,"2,499","Blue, Lithium-ion",3.5,powerbank
4205,JOYROOM 10000 mAh Power Bank (Quick Charge 2.0),"1,169","1,699","Dark Blue, Silver, Lithium Polymer",0,powerbank
4206,powerup stay charged 7800 mAh Power Bank,765,"1,990","Multicolor, Lithium Polymer",3.6,powerbank
4207,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4208,Pomics 30000 mAh Power Bank,619,"1,999","Blue, Lithium-ion",3.4,powerbank
4209,"conekt 27000 mAh Power Bank (20 W, Power Delivery 3.0)","1,999","4,999","Black, Lithium Polymer",3.9,powerbank
4210,"WINgFI 20000 mAh Power Bank (18 W, Fast Charging)",719,"1,299","Black, Lithium-ion",0,powerbank
4211,"SWISS MILITARY 10000 mAh Power Bank (22.5 W, Fast Charg...","1,049","2,490","Black, Lithium Polymer",3.4,powerbank
4212,Â MI ZZEN 20000 mAh Power Bank,611,"2,499","Blue, Lithium-ion",3.1,powerbank
4213,iball 10000 mAh Power Bank (12 W),699,"1,599","Black, Lithium Polymer",4.2,powerbank
4214,"GIONEE 20000 mAh Power Bank (15 W, Fast Charging)","1,399","1,999","Black, Lithium Polymer",4,powerbank
4215,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4216,Callmate 40000 mAh Power Bank (Fast Charging),"2,114","3,999","White, Lithium Polymer",3.6,powerbank
4217,"QIZMI 33000 mAh Power Bank (10 W, Power Delivery 2.0)",616,"2,599","Grey, Lithium-ion",4,powerbank
4218,Iqoniqe 40000 mAh Power Bank (Fast Charging),699,"2,499","Black, Lithium-ion",3.1,powerbank
4219,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4220,"Ambrane 10000 mAh Power Bank (10 W, Fast Charging)",699,"1,749","White, Pink, Lithium-ion",4.1,powerbank
4221,"QIZMI 33000 mAh Power Bank (10 W, Power Delivery 2.0)",699,"2,499","White, Lithium-ion",4,powerbank
4222,"conekt 27000 mAh Power Bank (20 W, Power Delivery 3.0)","1,999","4,999","Blue, Lithium Polymer",3.9,powerbank
4223,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4224,Â MI ZZEN 20000 mAh Power Bank (Fast Charging),611,"2,499","Brown, Lithium-ion",3.1,powerbank
4225,Gify 30000 mAh Power Bank,579,999,"Red, Lithium-ion",3.5,powerbank
4226,"zofia 20000 mAh Power Bank (18 W, Fast Charging, Power ...",699,"2,499","White, Lithium-ion",3.2,powerbank
4227,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4228,Flipkart SmartBuy 10000 mAh Power Bank,599,"1,099","White, Lithium-ion",3.8,powerbank
4229,Gify 20000 mAh Power Bank,579,999,"Red, Lithium-ion",3.5,powerbank
4230,Gify 30000 mAh Power Bank,579,999,"Black, Lithium-ion",3.2,powerbank
4231,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4232,PoMiFi 32000 mAh Power Bank,679,"1,599","Black, Lithium-ion",3.4,powerbank
4233,PoMiFi 32000 mAh Power Bank,599,"1,599","Blue, Lithium-ion",3.4,powerbank
4234,Coolnut 60000 mAh Power Bank,"18,999","26,999","Black, Lithium-ion",4.2,powerbank
4235,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)","1,169","1,999","Red, Lithium Polymer",3.8,powerbank
4236,PoMiFi 32500 mAh Power Bank,599,"1,999","Brown, Lithium-ion",0,powerbank
4237,"Mi SSus 20000 mAh Power Bank (18 W, Power Delivery 2.0)",999,"2,499","Black, Lithium-ion",3.1,powerbank
4238,"Hyundai 20000 mAh Power Bank (Fast Charging, Quick Char...","1,690","2,990","Blue, Lithium Polymer",4,powerbank
4239,"Callmate 10000 mAh Power Bank (12 W, Fast Charging)",719,"1,999","Green, Lithium-ion",3.1,powerbank
4240,zofia 35000 mAh Power Bank,699,"2,499","Black, Lithium-ion",3.3,powerbank
4241,Power Up 5000 mAh Power Bank,719,"2,990","Gun Metal, Lithium Polymer",3.7,powerbank
4242,"misspro 50000 mAh Power Bank (18 W, Power Delivery 3.0)","1,288","3,599","Black, Lithium-ion",3.4,powerbank
4243,"ORAIMO 20000 mAh Power Bank (20 w, Quick Charge 3.0, Po...","1,499","2,999","Black, Lithium Polymer",4.2,powerbank
4244,"Coolnut 20000 mAh Power Bank (18 W, Fast Charging)","6,499","7,499","Black-Orange, Lithium-ion",0,powerbank
4245,Iblue 10000 mAh Power Bank,809,"1,599","White, Lithium Polymer",3.9,powerbank
4246,"miup 35000 mAh Power Bank (10 W, Fast Charging)",729,"2,599","Black, Lithium-ion",3.1,powerbank
4247,Syska 10000 mAh Power Bank,"1,549","1,799","Green, Lithium Polymer",0,powerbank
4248,"miup 35000 mAh Power Bank (10 W, Fast Charging)",729,"2,499","White, Lithium-ion",3.1,powerbank
4249,MINE 20000 mAh Power Bank,699,"1,999","Blue, Lithium-ion",3.5,powerbank
4250,powerup stay charged 10000 mAh Power Bank,891,"2,690","White, Lithium-ion",0,powerbank
4251,PunnkFunnk 20000 mAh Power Bank (Fast Charging),"1,439","2,299","Black, Lithium-ion",0,powerbank
4252,PoMiFi 20000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",3.1,powerbank
4253,Gify 20000 mAh Power Bank,579,999,"Red, Lithium-ion",0,powerbank
4254,FIGER 30000 mAh Power Bank,679,"1,999","Pink, Lithium-ion",0,powerbank
4255,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)","1,799","1,999","White, Lithium Polymer",4.3,powerbank
4256,Callmate 40000 mAh Power Bank (Fast Charging),"2,114","3,999","White, Lithium Polymer",3.6,powerbank
4257,"Intex 11000 mAh Power Bank (10 W, Fast Charging)",899,"2,242","Black, Lithium-ion",4,powerbank
4258,"SWISS MILITARY 10000 mAh Power Bank (12 W, Fast Chargin...",859,"2,190","White, Lithium Polymer",3.5,powerbank
4259,"Callmate 30000 mAh Power Bank (23 W, Power Delivery 3.0...","2,519","3,999","Green, Lithium Polymer",4.3,powerbank
4260,ORENICS 33000 mAh Power Bank,599,"1,999","Blue, Lithium-ion",0,powerbank
4261,Callmate 10000 mAh Power Bank,989,"1,999","Black, Lithium Polymer",3.6,powerbank
4262,PoMiFi 25000 mAh Power Bank,599,"1,999","Black, Lithium-ion",3.3,powerbank
4263,"ORAIMO 20000 mAh Power Bank (12 w, Fast Charging)","1,099","2,499","White, Lithium Polymer",4.2,powerbank
4264,MINE 20000 Power Bank,629,"1,999","Black, Lithium-ion",3.5,powerbank
4265,Power Up 10000 mAh Power Bank,800,"3,990","Black, Lithium-ion",3.6,powerbank
4266,PoMiFi 30000 mAh Power Bank,599,"1,999","Yellow, Lithium-ion",3.4,powerbank
4267,Syska 10000 mAh Power Bank,"1,099","1,699","Pristine White, Lithium Polymer",3.9,powerbank
4268,Gify 30000 mAh Power Bank,579,999,"Black, Lithium-ion",3.2,powerbank
4269,PoMiFi 10400 Power Bank,549,"1,299","blue, Lithium-ion",3.4,powerbank
4270,Belkin International 10000 mAh Power Bank,"2,299","3,499","Rose Gold, Lithium-ion",0,powerbank
4271,"PunnkFunnk 10000 mAh Power Bank (18 W, Fast Charging)",899,"1,999","Black, Lithium-ion",3.8,powerbank
4272,Gify 30000 mAh Power Bank,579,999,"Red, Lithium-ion",3.5,powerbank
4273,Gify 20000 mAh Power Bank,579,999,"Red, Lithium-ion",3.5,powerbank
